Device,shop_order,Feature,Actual,Tol-,Tol+,Deviation,Tendency,Run Date,Run Time,,,
211,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,15:58:48,,,
211,1525034,TIP,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,15:58:48,,,
212,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,15:59:44,,,
212,1525034,BASE,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,15:59:44,,,
212,1525034,MID,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,15:59:44,,,
212,1525034,TIP,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:59:44,,,
213,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,16:02:39,,,
213,1525034,BASE,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,16:02:39,,,
213,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,16:02:39,,,
213,1525034,TIP,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,16:02:39,,,
214,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,16:03:36,,,
214,1525034,BASE,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,16:03:36,,,
214,1525034,MID,0.0045,0.0015,0.0015,0,0,6/25/2024,16:03:36,,,
214,1525034,TIP,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,16:03:36,,,
215,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,16:04:26,,,
215,1525034,BASE,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,16:04:26,,,
215,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/25/2024,16:04:26,,,
215,1525034,TIP,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,16:04:26,,,
216,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,16:07:52,,,
216,1525034,BASE,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,16:07:52,,,
216,1525034,MID,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,16:07:52,,,
216,1525034,TIP,0.0078,0.0015,0.0015,0.0033,2.2,6/25/2024,16:07:52,,,
217,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,16:09:31,,,
217,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,16:09:31,,,
217,1525034,MID,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,16:09:31,,,
217,1525034,TIP,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,16:09:31,,,
218,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,16:10:34,,,
218,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,16:10:34,,,
218,1525034,MID,0.0034,0.0015,0.0015,-0.0011,-0.733,6/25/2024,16:10:34,,,
218,1525034,TIP,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,16:10:34,,,
219,1525034,REAR,0.006,0.0015,0.0015,0.0015,1,6/25/2024,16:13:09,,,
219,1525034,BASE,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,16:13:09,,,
219,1525034,MID,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,16:13:09,,,
219,1525034,TIP,0.0075,0.0015,0.0015,0.003,2,6/25/2024,16:13:09,,,
220,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,16:15:17,,,
220,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,16:15:17,,,
220,1525034,MID,0.0041,0.0015,0.0015,-0.0004,-0.267,6/25/2024,16:15:17,,,
220,1525034,TIP,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,16:15:17,,,
221,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,16:16:11,,,
221,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,16:16:11,,,
221,1525034,MID,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,16:16:11,,,
221,1525034,TIP,0.0069,0.0015,0.0015,0.0024,1.6,6/25/2024,16:16:11,,,
222,1525034,REAR,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,16:17:02,,,
222,1525034,BASE,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,16:17:02,,,
222,1525034,MID,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,16:17:02,,,
222,1525034,TIP,0.0074,0.0015,0.0015,0.0029,1.933,6/25/2024,16:17:02,,,
223,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,16:26:26,,,
223,1525034,BASE,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,16:26:26,,,
223,1525034,MID,0.0074,0.0015,0.0015,0.0029,1.933,6/25/2024,16:26:26,,,
223,1525034,TIP,0.0073,0.0015,0.0015,0.0028,1.867,6/25/2024,16:26:26,,,
224,1525034,REAR,0.0046,0.0015,0.0015,0.0001,0.067,6/25/2024,16:27:18,,,
224,1525034,BASE,0.0045,0.0015,0.0015,0,0,6/25/2024,16:27:18,,,
224,1525034,MID,0.0046,0.0015,0.0015,0.0001,0.067,6/25/2024,16:27:18,,,
224,1525034,TIP,0.0045,0.0015,0.0015,0,0,6/25/2024,16:27:18,,,
225,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,16:28:10,,,
225,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,16:28:10,,,
225,1525034,MID,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,16:28:10,,,
225,1525034,TIP,0.007,0.0015,0.0015,0.0025,1.667,6/25/2024,16:28:10,,,
226,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,16:32:09,,,
226,1525034,BASE,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,16:32:09,,,
226,1525034,MID,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,16:32:09,,,
226,1525034,TIP,0.0077,0.0015,0.0015,0.0032,2.133,6/25/2024,16:32:09,,,
227,1525034,REAR,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,16:33:09,,,
227,1525034,BASE,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,16:33:09,,,
227,1525034,MID,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,16:33:09,,,
227,1525034,TIP,0.0043,0.0015,0.0015,-0.0002,-0.133,6/25/2024,16:33:09,,,
228,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,16:33:58,,,
228,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,16:33:58,,,
228,1525034,MID,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,16:33:58,,,
228,1525034,TIP,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,16:33:58,,,
229,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,16:51:51,,,
229,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,16:51:51,,,
229,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/25/2024,16:51:51,,,
229,1525034,TIP,0.0079,0.0015,0.0015,0.0034,2.267,6/25/2024,16:51:51,,,
230,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:09:47,,,
230,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:09:47,,,
230,1525034,MID,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,7:09:47,,,
230,1525034,TIP,0.0069,0.0015,0.0015,0.0024,1.6,6/26/2024,7:09:47,,,
231,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,7:10:40,,,
231,1525034,BASE,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,7:10:40,,,
231,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,7:10:40,,,
231,1525034,TIP,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,7:10:40,,,
232,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:11:30,,,
232,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:11:30,,,
232,1525034,MID,0.0068,0.0015,0.0015,0.0023,1.533,6/26/2024,7:11:30,,,
232,1525034,TIP,0.0084,0.0015,0.0015,0.0039,2.6,6/26/2024,7:11:30,,,
233,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,7:16:24,,,
233,1525034,BASE,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,7:16:24,,,
233,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,7:16:24,,,
233,1525034,TIP,0.0072,0.0015,0.0015,0.0027,1.8,6/26/2024,7:16:24,,,
234,1525034,REAR,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,7:17:09,,,
234,1525034,BASE,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,7:17:09,,,
234,1525034,MID,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:17:09,,,
234,1525034,TIP,0.0046,0.0015,0.0015,0.0001,0.067,6/26/2024,7:17:09,,,
235,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,7:17:57,,,
235,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,7:17:57,,,
235,1525034,MID,0.0068,0.0015,0.0015,0.0023,1.533,6/26/2024,7:17:57,,,
235,1525034,TIP,0.008,0.0015,0.0015,0.0035,2.333,6/26/2024,7:17:57,,,
236,1525034,REAR,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,7:20:51,,,
236,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/26/2024,7:20:51,,,
236,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,7:20:51,,,
236,1525034,TIP,0.0064,0.0015,0.0015,0.0019,1.267,6/26/2024,7:20:51,,,
237,1525034,REAR,0.0057,0.0015,0.0015,0.0012,0.8,6/26/2024,7:22:20,,,
237,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:22:20,,,
237,1525034,MID,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:22:20,,,
237,1525034,TIP,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,7:22:20,,,
238,1525034,REAR,0.0063,0.0015,0.0015,0.0018,1.2,6/26/2024,7:23:03,,,
238,1525034,BASE,0.0063,0.0015,0.0015,0.0018,1.2,6/26/2024,7:23:03,,,
238,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,7:23:03,,,
238,1525034,TIP,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,7:23:03,,,
239,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,7:26:18,,,
239,1525034,BASE,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,7:26:18,,,
239,1525034,MID,0.0063,0.0015,0.0015,0.0018,1.2,6/26/2024,7:26:18,,,
239,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/26/2024,7:26:18,,,
240,1525034,REAR,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,7:27:12,,,
240,1525034,BASE,0.0043,0.0015,0.0015,-0.0002,-0.133,6/26/2024,7:27:12,,,
240,1525034,MID,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,7:27:12,,,
240,1525034,TIP,0.006,0.0015,0.0015,0.0015,1,6/26/2024,7:27:12,,,
241,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,7:28:05,,,
241,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,7:28:05,,,
241,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,7:28:05,,,
241,1525034,TIP,0.0068,0.0015,0.0015,0.0023,1.533,6/26/2024,7:28:05,,,
242,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:31:12,,,
242,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:31:12,,,
242,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/26/2024,7:31:12,,,
242,1525034,TIP,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,7:31:12,,,
243,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:32:05,,,
243,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:32:05,,,
243,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,7:32:05,,,
243,1525034,TIP,0.0067,0.0015,0.0015,0.0022,1.467,6/26/2024,7:32:05,,,
244,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:33:05,,,
244,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:33:05,,,
244,1525034,MID,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,7:33:05,,,
244,1525034,TIP,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,7:33:05,,,
245,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,7:37:08,,,
245,1525034,BASE,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,7:37:08,,,
245,1525034,MID,0.0067,0.0015,0.0015,0.0022,1.467,6/26/2024,7:37:08,,,
245,1525034,TIP,0.007,0.0015,0.0015,0.0025,1.667,6/26/2024,7:37:08,,,
246,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:38:01,,,
246,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,7:38:01,,,
246,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,7:38:01,,,
246,1525034,TIP,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:38:01,,,
247,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,7:38:56,,,
247,1525034,BASE,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,7:38:56,,,
247,1525034,MID,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,7:38:56,,,
247,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,7:38:56,,,
248,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:42:51,,,
248,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:42:51,,,
248,1525034,MID,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,7:42:51,,,
248,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/26/2024,7:42:51,,,
249,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,7:43:43,,,
249,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,7:43:43,,,
249,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/26/2024,7:43:43,,,
249,1525034,TIP,0.0072,0.0015,0.0015,0.0027,1.8,6/26/2024,7:43:43,,,
250,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,7:44:29,,,
250,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,7:44:29,,,
250,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,7:44:29,,,
250,1525034,TIP,0.0069,0.0015,0.0015,0.0024,1.6,6/26/2024,7:44:29,,,
251,1525034,REAR,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,11:32:02,,,
251,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/26/2024,11:32:02,,,
251,1525034,MID,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,11:32:02,,,
251,1525034,TIP,0.0063,0.0015,0.0015,0.0018,1.2,6/26/2024,11:32:02,,,
252,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,11:32:57,,,
252,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/26/2024,11:32:57,,,
252,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,11:32:57,,,
252,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/26/2024,11:32:57,,,
253,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,11:34:06,,,
253,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,11:34:06,,,
253,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,11:34:06,,,
253,1525034,TIP,0.007,0.0015,0.0015,0.0025,1.667,6/26/2024,11:34:06,,,
254,1525034,REAR,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,11:35:47,,,
254,1525034,BASE,0.0046,0.0015,0.0015,0.0001,0.067,6/26/2024,11:35:47,,,
254,1525034,MID,0.0049,0.0015,0.0015,0.0004,0.267,6/26/2024,11:35:47,,,
254,1525034,TIP,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,11:35:47,,,
255,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,11:36:39,,,
255,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/26/2024,11:36:39,,,
255,1525034,MID,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,11:36:39,,,
255,1525034,TIP,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,11:36:39,,,
256,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,11:37:37,,,
256,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/26/2024,11:37:37,,,
256,1525034,MID,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,11:37:37,,,
256,1525034,TIP,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,11:37:37,,,
257,1525034,REAR,0.0057,0.0015,0.0015,0.0012,0.8,6/26/2024,11:43:01,,,
257,1525034,BASE,0.0057,0.0015,0.0015,0.0012,0.8,6/26/2024,11:43:01,,,
257,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,11:43:01,,,
257,1525034,TIP,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,11:43:01,,,
258,1525034,REAR,0.0046,0.0015,0.0015,0.0001,0.067,6/26/2024,11:44:05,,,
258,1525034,BASE,0.0045,0.0015,0.0015,0,0,6/26/2024,11:44:05,,,
258,1525034,MID,0.0045,0.0015,0.0015,0,0,6/26/2024,11:44:05,,,
258,1525034,TIP,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,11:44:05,,,
259,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,11:45:01,,,
259,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,11:45:01,,,
259,1525034,MID,0.0057,0.0015,0.0015,0.0012,0.8,6/26/2024,11:45:01,,,
259,1525034,TIP,0.0069,0.0015,0.0015,0.0024,1.6,6/26/2024,11:45:01,,,
260,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,11:51:28,,,
260,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,11:51:28,,,
260,1525034,MID,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,11:51:28,,,
260,1525034,TIP,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,11:51:28,,,
261,1525034,REAR,0.0057,0.0015,0.0015,0.0012,0.8,6/26/2024,11:53:43,,,
261,1525034,BASE,0.0057,0.0015,0.0015,0.0012,0.8,6/26/2024,11:53:43,,,
261,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,11:53:43,,,
261,1525034,TIP,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,11:53:43,,,
262,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,11:54:36,,,
262,1525034,BASE,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,11:54:36,,,
262,1525034,MID,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,11:54:36,,,
262,1525034,TIP,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,11:54:36,,,
263,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,11:58:26,,,
263,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,11:58:26,,,
263,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,11:58:26,,,
263,1525034,TIP,0.0057,0.0015,0.0015,0.0012,0.8,6/26/2024,11:58:26,,,
264,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,11:59:37,,,
264,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,11:59:37,,,
264,1525034,MID,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,11:59:37,,,
264,1525034,TIP,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,11:59:37,,,
265,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,12:00:28,,,
265,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,12:00:28,,,
265,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/26/2024,12:00:28,,,
265,1525034,TIP,0.0068,0.0015,0.0015,0.0023,1.533,6/26/2024,12:00:28,,,
266,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,12:03:24,,,
266,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,12:03:24,,,
266,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,12:03:24,,,
266,1525034,TIP,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,12:03:24,,,
267,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,12:04:22,,,
267,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,12:04:22,,,
267,1525034,MID,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,12:04:22,,,
267,1525034,TIP,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,12:04:22,,,
268,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,12:05:10,,,
268,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,12:05:10,,,
268,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,12:05:10,,,
268,1525034,TIP,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,12:05:10,,,
269,1525034,REAR,0.007,0.0015,0.0015,0.0025,1.667,6/26/2024,12:10:49,,,
269,1525034,BASE,0.0067,0.0015,0.0015,0.0022,1.467,6/26/2024,12:10:49,,,
269,1525034,MID,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,12:10:49,,,
269,1525034,TIP,0.0064,0.0015,0.0015,0.0019,1.267,6/26/2024,12:10:49,,,
270,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,12:11:51,,,
270,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,12:11:51,,,
270,1525034,MID,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,12:11:51,,,
270,1525034,TIP,0.006,0.0015,0.0015,0.0015,1,6/26/2024,12:11:51,,,
271,1525034,REAR,0.0049,0.0015,0.0015,0.0004,0.267,6/26/2024,12:12:44,,,
271,1525034,BASE,0.0047,0.0015,0.0015,0.0002,0.133,6/26/2024,12:12:44,,,
271,1525034,MID,0.0042,0.0015,0.0015,-0.0003,-0.2,6/26/2024,12:12:44,,,
271,1525034,TIP,0.0043,0.0015,0.0015,-0.0002,-0.133,6/26/2024,12:12:44,,,
272,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,12:17:00,,,
272,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,12:17:00,,,
272,1525034,MID,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,12:17:00,,,
272,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,12:17:00,,,
273,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/26/2024,12:18:13,,,
273,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,12:18:13,,,
273,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/26/2024,12:18:13,,,
273,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/26/2024,12:18:13,,,
274,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,12:19:04,,,
274,1525034,BASE,0.0058,0.0015,0.0015,0.0013,0.867,6/26/2024,12:19:04,,,
274,1525034,MID,0.0063,0.0015,0.0015,0.0018,1.2,6/26/2024,12:19:04,,,
274,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/26/2024,12:19:04,,,
275,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,12:22:10,,,
275,1525034,BASE,0.005,0.0015,0.0015,0.0005,0.333,6/26/2024,12:22:10,,,
275,1525034,MID,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,12:22:10,,,
275,1525034,TIP,0.0072,0.0015,0.0015,0.0027,1.8,6/26/2024,12:22:10,,,
276,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/26/2024,12:23:10,,,
276,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,12:23:10,,,
276,1525034,MID,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,12:23:10,,,
276,1525034,TIP,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,12:23:10,,,
277,1525034,REAR,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,12:24:14,,,
277,1525034,BASE,0.0062,0.0015,0.0015,0.0017,1.133,6/26/2024,12:24:14,,,
277,1525034,MID,0.0069,0.0015,0.0015,0.0024,1.6,6/26/2024,12:24:14,,,
277,1525034,TIP,0.0066,0.0015,0.0015,0.0021,1.4,6/26/2024,12:24:14,,,
278,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/26/2024,12:27:22,,,
278,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/26/2024,12:27:22,,,
278,1525034,MID,0.0055,0.0015,0.0015,0.001,0.667,6/26/2024,12:27:22,,,
278,1525034,TIP,0.0067,0.0015,0.0015,0.0022,1.467,6/26/2024,12:27:22,,,
279,1525034,REAR,0.0049,0.0015,0.0015,0.0004,0.267,6/26/2024,12:28:20,,,
279,1525034,BASE,0.0048,0.0015,0.0015,0.0003,0.2,6/26/2024,12:28:20,,,
279,1525034,MID,0.0051,0.0015,0.0015,0.0006,0.4,6/26/2024,12:28:20,,,
279,1525034,TIP,0.006,0.0015,0.0015,0.0015,1,6/26/2024,12:28:20,,,
280,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,12:29:42,,,
280,1525034,BASE,0.0059,0.0015,0.0015,0.0014,0.933,6/26/2024,12:29:42,,,
280,1525034,MID,0.0069,0.0015,0.0015,0.0024,1.6,6/26/2024,12:29:42,,,
280,1525034,TIP,0.0076,0.0015,0.0015,0.0031,2.067,6/26/2024,12:29:42,,,
